neighborhood_label,neighborhood,transcript_id,chunk_id,tsne_x,tsne_y,text,window_start,window_end
E,4,RELABEL_Katy_ISD-2025-06-23-Board_Meetings - Katy_ISD-2025-06-23-Board_Meetings,28,-33.753437,3.854254,"[56:00–56:30]
both ways and help campuses get teachers trained to teach in-person and virtual if they want to.
Optional or the fee-based virtual courses, which we're already doing outside the instructional day,
we call that eighth and ninth period. I'm going to turn it over to Carrie. She has been instrumental
in setting up our KSAT framework, works closely with Mr. Merriman, but she does elementary and
secondary KSAT, and so talk about that summer semester. Thank you. So virtual coursework for
original credit is actually something we've been doing for quite a while in KDISD.

[56:30–57:00]
over 10 years. So this isn't really anything new. We have been increasing our enrollment every year
in our virtual course offerings. We had over 8,500 unique students selected summer courses this
summer with us. So we're really excited because that's an increase of almost 1,400 students over
last summer. We did offer, or we did actually have over 15,000 semester courses requested this
summer by our students in our two summer.

[57:00–57:30]
original credit terms. The first one is from May 28th to June 26th, and our second semester term
will run from July 1st through July 30th. So we're wrapping up that first semester right now and
getting ready to launch our second. During these semesters, we're offering 37 unique courses for
students to take. And we have over 200 teachers that are unique virtual trained teachers that are
managing and teaching these courses for us.

[57:30–58:00]
Each one of these teachers has an additional revenue stream, which is great. We're excited to be
able to offer that to our staff. These are KDISD teachers who are earning $100 per student per
semester for academic courses that they teach, and $150 per student per semester for any CAT or AP
courses that they're teaching.",0:56:00,0:58:00
E,4,RELABEL_Katy_ISD-2025-06-23-Board_Meetings - Katy_ISD-2025-06-23-Board_Meetings,34,-36.90409,15.592693,"[01:08:30–01:09:00]
So Ms. Carrill and her staff communicate with the home campus. They let the counselors know what
they know. Do we need to double up on something the following year? Can they take something virtual
in the eighth and ninth year so they can reapply the following year? Lots of conversations about
that. So our planning considerations are for something for the board and Dr. K Dr. Gorsu to discuss
is to relocate the Opportunity Awareness Center to allow for expansion of Miller II, a campus to
support increased student access. And we kind of

[01:09:00–01:09:30]
noted that approximately 70% of, and I think Dr. Gogorski shared this these stats just recently with
a group. Approximately 70% of KDISD graduates pursue a post secondary pathway. We knock it out of
the park. Our kids go to junior college, community college, technical school, university, and 70%
that is a pretty high number. But we also have about 30% that want to enter the workforce. Well,
it's just as a priority for us to make sure when they enter that workforce, they can earn a livable
wage. That's crucial. And so we're doing the innovative

[01:09:30–01:10:00]
programs, we're doing innovation out on the comprehensive high schools, and we just want to continue
to look at what we can do out there on the complex to increase increase seats, and this is what it's
going to look like. If you were to consider it, OAC would be there for this school year, maybe we
would be Miller 2 for the 26-27 school year. Now that we have CTE programs at Rains Academy and
Miller, we Ted and Transportation, we have a white fleet where we could run shuttle. As you know,
the state reimburses for all CTE transportation.",1:08:00,1:10:00
E,4,RELABEL_Katy_ISD-2025-09-22-Board_Meetings - Katy_ISD-2025-09-22-Board_Meetings,78,-32.26266,3.2024186,"[02:36:00–02:36:30]
So they just built the course in-house and now we can certify our teachers to become online
instructional virtual teachers. So I just think that is just a great fact about our history of our
virtual courses. Launch of Power School Digital Registration by Carrie Rampelli and her team and our
technology department. And then you see the accolades of um we have since earned. So fun facts. That
shows you the uh growth of our virtual course offerings from the year that they launched it back in
2012 and 13 to just as recent as this past school year.

[02:36:30–02:37:00]
with the last summer being our kind of what I would call our heavy hitter with almost 6,900 unique
students taking virtual original credit courses and upwards of almost 15,000 semester courses
offered last summer alone. Just to kind of refresh, this was la this year is our year one of our
innovative pathways introduced at our comprehensive high schools. During course selection last
spring, the pathways were introduced. And so if I'm a 10th grader, what are my what are my
innovative options? And so we are moving.

[02:37:00–02:37:30]
into year two and getting ready for course selection this spring for the 26th, 27th school year. So
if the question is, do we have the virtual courses to offer the stand up of virtual high school? We
do. The courses on the left, the instructional day virtual courses, these are the instructional day
virtual courses for year one this year that last spring the students could elect select to either
take them in person or virtual during the instructional school day. On the right,

[02:37:30–02:38:00]
If I can click that. This shows you our entire menu of virtual courses that we have. So that is a
testament to the hard work and innovation and design of our team members over the past 12 to 13
years. So can we stand up a virtual high school? We've got the courses and we've got the teachers.
We're going to need more teachers, and we'll uh have a plan for that. So it's framing everything,
and that's kind of what we wanted to share tonight. Now I'm going to turn it over to Dr. Emily
Craig.",2:36:00,2:38:00
E,4,RELABEL_Katy_ISD-2025-09-22-Board_Meetings - Katy_ISD-2025-09-22-Board_Meetings,80,-34.064247,3.9850156,"[02:40:00–02:40:30]
school, our KSAT, as you've heard, our summer academic term, and we're talking about transitioning
to talk about that as just another summer semester. So we have fall semester, spring semester,
summer semester opportunities where students can take coursework both in person and in the summer in
their virtual opportunities. You'll see in the summer of 2025, we had over 6,700 students taking
over 15,000 semester courses in a virtual setting. So when we talk about can we can we sit withstand
a number of students taking

[02:40:30–02:41:00]
virtual coursework. We already have a significant number of students taking a lot of courses in the
summer as well. Part-time and in district, and then you'll see out of districts in red because we
don't currently offer part-time supplemental instruction in for out-of-district. That's another
piece that's new. But our in-district students who may take a tuition-based virtual course right
now, just for fall semester alone, we have 1,600 students taking virtual coursework in the fall. So
they're taking that on top of their seven periods.

[02:41:00–02:41:30]
There's seven periods during their day, they're taking some additional coursework that they want to
augment their experience in Katie. And then our in district vacancies in Singletons. We are
utilizing our virtual courses for opportunities where we might have a teacher who may have to leave,
whether it's a medical leave, or they move in a hard to fill position. Often computer science, we
just had some in economics, American Sign Language. Sometimes it's hard to find a teacher for that
position, and we've been able to supplement that with our virtual.

[02:41:30–02:42:00]
course offerings so that our kids still have a KDISD teacher working with them in that virtual
setting. We also use it for some singleton classes that might not be able to make on every one of
our comprehensive high schools. Especially this year, Freeman is using that quite a bit as they only
have grades 9 through 11, and some of their courses they don't have as many students yet. So we're
still able to offer that coursework to them through the virtual setting with those students. When we
have to utilize KBS or our virtual teaching right now,",2:40:00,2:42:00
E,4,RELABEL_Spring_Branch_ISD-2024-10-21-Board_Meetings - Spring_Branch_ISD-2024-10-21-Board_Meetings,39,-46.541332,11.6771965,"[01:20:00–01:20:30]
go to college that next year and and explores the world, uh, no matter how many CCMRs they've earned
or how high they did, that we would not be eligible for a bonus for them because they did not go to
college in that year immediately after high school. How do we track that? Like how are we measuring
exactly who's going to college and who's going into the medical. Well, that was one of our data
sources, the National Student Clearing House. So um so we use National Student Clearing House as a
core of tracking students after high school, but there's also

[01:20:30–01:21:00]
a local effort because there are things that the National Student Clearinghouse Report does not
track that also become um eligible criteria that can be met. And so um so but that but the main the
main um uh data source would be National Student Clearinghouse. And we then we track students for
six years after uh high school graduation. Okay. Thank you. Um my next question is on performance
objective eight. Talks about the SBISD will increase the student success rate.

[01:21:30–01:22:00]
on TEA approved industry based certifications and licensures. So industry based certifications in
the past, some of those were able to be earned by students sitting for a test. And so they would
come from the Microsoft Office Suites, they might come from a technical skill. Some of them would be
connected to a course, but some would be an assessment, an industry assessment. One of the things in
that particular area that you",1:20:00,1:22:00
F,5,RELABEL Chunk_Houston_ISD-2025-12-11-Board_Meetings - Chunk_Houston_ISD-2025-12-11-Board_Meetings,47,-47.21317,-12.937294,"[01:34:00–01:34:30]
thing. Yes, sir. We want to do one more thing, and that is focus on our academics for special needs
students. And again, Chief Hole will do the presentation. Okay, I know I've been up here for a
minute, so I will go quickly and chop chop. Let me get to the next set of slides. Okay, so this is
the 2025 Progress Monitoring Report for special education. So as you remember from last board
meeting, MAP had some pretty significant updates to their assessment.

[01:34:30–01:35:00]
and that led to some changes in goal progress measures for special education. But we did want to
provide an update on data that we do have from that map related to students with disabilities. So,
goal four that we report out on is students in grades four through eight who receive special
education services that achieve growth as measured by domain two part A of the state accountability
system will increase from 63% to 78%. And so just a refresher on domain two part A, what that looks
at is students who start at a level on STAR, so do not meet

[01:35:00–01:35:30]
So do not meets and their ability to increase a level. So go from do not meets to approaches or
approaches to meets or meets to masters. So it looks at our ability to move students up. Today,
though, because of the map changes, these are the two metrics we are able to report out on with the
current data. We're gonna look today at achievement percentile and growth percentile. These two
metrics look at how our special education students rank relative to the peers across the country of
students who take MAP. And so we'll look at how they rank relative.

[01:35:30–01:36:00]
to their peers in their levels of achievement, and then also in their ability to grow over the
course of the year. So this first slide looks at beginning of year scores, the beginning of year
achievement scores from 23, 24, 24, 25, 25, 26. And what you see here is our achievement percentile.
So how well we do relative to kids who take this test across the country has been increasing over
all grade levels and this is for reading. And this looks at specifically our students",1:34:00,1:36:00
F,5,RELABEL Chunk_Houston_ISD-2025-12-11-Board_Meetings - Chunk_Houston_ISD-2025-12-11-Board_Meetings,48,-49.251648,-12.408741,"[01:36:00–01:36:30]
But specifically our students with disabilities in HISD. But the percentile is norm reference
against all kids who take the NWA. Right. So correct. So MAP does not look at percentiles where
you're comparing special education students to other special education students. This is how our
special education students do across the whole population of testers, including general education
students. So this is a true testament to the fact that our students are moving up in percentile even

[01:36:30–01:37:00]
when compared against general education peers. We also look at this for our different school types,
NES and PUA, and across both school types, we are also seeing increases across all grades for our
students with disabilities, again in reading. And so this is really great news as students are
starting off stronger each year across all grades. We also have beginning of the year data for math.
Similarly, for all grades, we are seeing increases.

[01:37:00–01:37:30]
for math as well. And then when we break it out for NES and PUA across all grades, we are also
seeing increases over the two year span. This is shifting to median growth percentile for reading.
And when we're looking at median growth, we're looking at the growth from fall to spring for last
year. And one of the things we want to highlight at this slide is 50% is the NAS at the typical
growth. And so what you see here is our

[01:37:30–01:38:00]
special education students in many instances are growing higher than typical growth of general
education students across the country. And so it's showing that they're growing at really incredible
rates. And that's with the exception of second grade, all grades, both NES and PUA, are above that
50th percentile threshold. For math, again, we see many grade levels that are above that threshold.
We have a couple grade levels that are below the threshold, and we are paying a lot of attention.",1:36:00,1:38:00
F,5,RELABEL Chunk_Houston_ISD-2025-12-11-Board_Meetings - Chunk_Houston_ISD-2025-12-11-Board_Meetings,49,-48.672405,-5.1516676,"[01:38:30–01:39:00]
to those particular grades. But we uh many of the grades again are continuing to be above typical
growth. One of the things that's important to highlight with special education is we have a little
over 21,000 students in special education, and they are all served in different instructional
settings based on what their R decides they need and based on their disability. And so this pie
chart shows the different instructional settings that we support students through.

[01:39:00–01:39:30]
The least restrictive setting is students who are serviced in their general education tier one
classrooms. So those are our students who are sitting in classrooms with our general education
students and a special education teacher is joining or pushing into that classroom to provide
additional support to the students. The kind of the middle of the continuum is what we call
resource, where they're getting pulled out of general ed and they're getting some support.

[01:39:30–01:40:00]
And they're getting some supports in a different setting with a special education teacher. And then
if you go to the farther right, the most restrictive environment, those are some of our students
that are sitting in our self-contained classrooms where they are there for the full day typically,
and they're getting services directly from our special education teachers. And so it's really
important when we're looking and supporting our special education students that we are ensuring they
get in the struct into the instructional setting that best suits their learning.",1:38:00,1:40:00
F,5,RELABEL Chunk_Houston_ISD-2025-12-11-Board_Meetings - Chunk_Houston_ISD-2025-12-11-Board_Meetings,50,-49.015694,-10.858536,"[01:40:00–01:40:30]
This is some data that provides how our students are growing based on the setting that they're in.
And so you can see how our students are growing with no disability. They are at the 69th percentile
growth. But you see that our students that are in mainstream, so those are our students where
they're getting served in the general education classroom andor no instructional setting, which
means they're getting pulled for speech therapy or something like that, they are still growing above
typical growth. And that's good because again, it shows that growth is happening.

[01:40:30–01:41:00]
As you move to the right of this chart, kids are in more restrictive environments. You can't quite
conclude that they should be growing as high because sometimes these students will have more severe
disabilities. But we do look and pay attention to their growth over time. So we do want to support
all of these students again in ensuring they are continuing to learn and grow. This is for math,
where again you see in the mainstream and in the no instructional setting supports they are growing
a really a right.

[01:41:00–01:41:30]
Really right around typical growth or a little higher, and then our students in more restrictive
environments, sometimes with more severe disabilities, are in that 30 to 40 range. And that anchors
back to some of the work that we are doing as a district. Even if you look at this data, it is
apparent that our special education students can learn and can grow with the right supports. And so
we've really centered the work we're doing as a district to improve the outcomes of special
education students on these core beliefs. The first being that again, all students are.

[01:41:30–01:42:00]
capable of accessing grade level learning with the right support. And we really believe that and
support that as we think about how to service the students in a way that really enables them to
improve and achieve outcomes. The second belief is special education services and systems should be
designed to increase access to grade level learning. And so one of the things that we talk a little
bit about is if you have a student learning content in their general education course, and then you
have a student learning something totally different when they're getting pulled out, and you're
expecting a student with",1:40:00,1:42:00
F,5,RELABEL Chunk_Houston_ISD-2025-12-11-Board_Meetings - Chunk_Houston_ISD-2025-12-11-Board_Meetings,51,-47.777416,-3.6747696,"[01:42:30–01:43:00]
cognitive disabilities to make connections between the two, that can be really difficult. So, how do
we as an administration design a cohesive set of supports that really enhance student learning for
those individuals? And then finally, the third belief being that all educators and staff are
responsible for ensuring students with disabilities can access grade level learning. It's not just
our special education teachers, they are critical, but also our general education teachers and all
of our campus administration really looking holistically around how we support those students. So we
aim

[01:43:00–01:43:30]
So we anchor in these beliefs when we build and design the programs. And then we land on these five
strategic priorities as we move into the second semester. So, first and foremost, looking across all
instructional settings, how we improve the quality of instruction. Second, continuing to meet our
compliance expectations. The heart of compliance for us really is to ensure that a number of adults
that support our students are able to look at a student's progress and make the right decisions at
frequent points of time throughout the year to best service those students. We're investing
significantly enhancing.

[01:43:30–01:44:00]
data infrastructure with better underlying systems and technology. We want to focus on enhancing
parent supports, and then finally operating high quality functional programs. And so some of the
very specific programs we run, ensuring that they're high quality for our students. And that's it
for special education. Thank you, Chief Holt. I have two large questions. The first, and I know we
moved quickly here through the slides. It's great to see all the students are being successful, but
it appears",1:42:00,1:44:00
F,5,RELABEL Chunk_Houston_ISD-2025-12-11-Board_Meetings - Chunk_Houston_ISD-2025-12-11-Board_Meetings,52,-45.23553,-6.4733067,"[01:44:00–01:44:30]
that students at NES campuses are seeing greater growth in performance than students at PUA
campuses. Are there notable distinctions between the student populations or the severity of their
diagnosis or the program types that we should know about that could help explain the gap between the
populations? We can give a comprehensive data set on the different disabilities, but for the most
part, not really. There's about 15% of NES.

[01:44:30–01:45:00]
that are special education, 11 to 12 percent in PUA that are special education. So similar sizes,
the different instructional settings don't vary so much that it would account for this. So, you
know, I think one of the critical things is that for special education students, we oftentimes see
they need dedicated support for learning specifically their needs and where they are. And so that
differentiation and that support from those instructors, instruction and that learning is critical,
and we know.

[01:45:00–01:45:30]
at the NES schools during that second teach time they get more targeted support at grade level. And
so that's one thing that we do know and believe does help see the growth for NES. Thank you. Second
piece, I'm delighted to see improved parent communications here on the slide as a priority. What
specific strategies are going to be used to further build trust? And will these communications be in
multiple languages beyond sort of English and Spanish? And we have a number of things that we're
thinking of in this area.

[01:45:30–01:46:00]
First, we want to ensure parents are sitting at the table when the art is happening. And so
increasing the percent of parents that are able to join and participate in decisions being made
about their student and voice listening to them and making sure the students' individual individual
education plans are designed with that parent's input and voice. When we have an ARD, we always have
interpreters as needed so that every parent can engage in that discussion. And so that's really
critical for this work.",1:44:00,1:46:00
F,5,RELABEL Chunk_Houston_ISD-2025-12-11-Board_Meetings - Chunk_Houston_ISD-2025-12-11-Board_Meetings,58,-28.477123,-17.986444,"[01:56:00–01:56:30]
Thank you. Hey, this is uh uh uh uh dear respected uh uh board members, president, and uh Mr. Miles.
Okay. Uh this is with regards to my uh child admission for uh into the Debek High School. So I have
not received a response to my email, so that's why I want to uh talk to you directly, Mr. Miles. I'm
respectfully requesting your approval for a hardship transfer and a magnet matrix exception so that
Alekia can uh my daughter Alekia can attend the Debek High School. So the concern is uh

[01:56:30–01:57:00]
the health science program at Westside High School, which she's currently studying, is not providing
the uh academic rigor or the practical training required uh for a student who is serious about uh a
health science career. So Hyla Alekia is highly motivated in this field and she genuinely needs the
level of education that Debek offers. And uh so uh yeah, so basically when I when I approached the
school choice, they said that uh it is uh not reflecting a student most recent performance and the
uh the uh matrix score is actually based on the seventh grade. So my point is like you know uh

[01:57:00–01:57:30]
The BM magnet score should be calculated. They have sent the request and uh performance is uh
ninety-nine percent time in the science we got. Thank you. Your time is up and um I'm sure someone
over here will will um connect with you and make sure that that we uh visit on that. Thank you.

[01:57:30–01:58:00]
My name is Jamie Russo, and last month I went before the board just a quorum of three. Mr. Gore
asked a question, and I wanted to answer his question, the opposing lawyer could not. He wanted to
know how my students compared to the other students at Mandarin. She answered with the data of the
star scores and implied that all students at Mandarin are smart. My data compared the student
against themselves, their growth. If they came in on a pre-K level not ready to read, or on third
grade, my data showed their growth for them for the year. All growing 100 plus points.",1:56:00,1:58:00
F,5,RELABEL Spring_Branch_ISD-2025-03-24-Board_Meetings - Spring_Branch_ISD-2025-03-24-Board_Meetings,44,-32.744137,-19.079054,"[01:28:00–01:28:30]
we don't want to use Amplify, and I'm not going to use district names because those are my
colleagues, but the districts that are using it, the results are terrible. They're terrible. And I I
like I tell you all, and I've told you before. But I'd like to see that. Sorry, Dr. Plant. I mean, I
I guess that's the kind of stuff I would I would like to see, right? Let let's let's look at those
results. What are we saying isn't good, right? Because when when you look otherwise, like if you
look at the Southern Surge. So looking at the NAPE reports, paper reports. Yeah. Yes. I mean the
taper, but um the NAPE reports I liked just because I

[01:28:30–01:29:00]
was I really wanted to see who's using HMH and how is it is it working? Are they getting the results
they want? And the one that kept standing out to me was Katie ISD and how they continually beat us.
And then in the past two years in the the NAPE report their reading took off and that's when they
adopted HMH. And so I was but I I think we do have to be careful about the NAPE reports because it's
a fraction of our schools that are tested. Even when I asked if you don't recall I brought up that
Harvard study months ago before you brought it up Dr. Blaine and I actually queried Dr. Hafey about
it here during the board meeting.

[01:29:00–01:29:30]
During a board meeting, and he said we have to be careful about the NAPE report because it's a
fraction of our schools that are tested. And I think we also have to be careful because the
demographics are different between us and Katie, right? So just one more comment on the demographics
and how it really changes how you look at this with a certain lens. We did acknowledge that in our
economically disadvantaged, perhaps in our um English learner or emergent learner student
population, there is this underreporting, or perhaps uh under testing or uh under requesting of
testing for dyslexics and dysgraphia. And what's interesting is when you look at the",1:28:00,1:30:00
F,5,RELABEL Spring_Branch_ISD-2025-08-25-Board_Meetings - Spring_Branch_ISD-2025-08-25-Board_Meetings,2,-42.160564,-17.478827,"[04:30–05:00]
go over some highlights because I think they're really important to note for our schools and our
teachers or students and our families how very proud we are of them. First of all, just want to note
that we are a multiple measures district. So although the state test is important because that's
that's just a box we have to check, we know that. We know that the real meat of what we do comes
when our kids are college ready. And so any of you that have had a student graduate from high
school, which I have, mine's a junior in college this year. No one asked for his end of course exam
score. I'm not saying it's not important.

[05:00–05:30]
it is because they have to have it to graduate, but that is not what the colleges and universities
are looking at. They are looking at different types of metrics post secondary, so that's why that's
so important to us because we want to make sure we're achieving that T24 goal. So, on that note, um,
over 2,100 juniors or 91% participated district wide in the Spring Day's uh school SAT program. The
total mean score for these students was 52 points higher than the state average and 43 points higher
than all the students who took the test in the United States and

[05:30–06:00]
abroad. We believe these are probably the highest STT scores we've seen and I've seen in my years
here. I've been here 25 years, and we don't know that we've had scores ever had this high with the
number of kids that are participating. So we're proud of that. Second of all, over 3,000 Spring
Branch secondary students took a total of 6,855 AP exams, with 74% of the students earning earning a
qualifying score of three or higher, which is up a full 10 percentage points from last year in 2024.
That is a big deal.",0:04:00,0:06:00
F,5,RELABEL Spring_Branch_ISD-2025-08-25-Board_Meetings - Spring_Branch_ISD-2025-08-25-Board_Meetings,20,-49.84965,1.4000405,"[40:00–40:30]
and share what we're using in our district to screen for early literacy and numeracy skills, and
that's what this board item is for. So this is good for a year. What we didn't want to do is try to
guess what might be on the commissioner's list and switch in case they end up going a different
direction. Okay, so Amira is currently approved. It is approved through some of the other House
bills previously adopted for first and second grade reading screening and for dyslexia. Okay, so and
this is what our primary dyslexia screener is? This is what we're using this year. Okay.

[40:30–41:00]
So I I do have a few concerns with AMIR just because it's AI. And I know like some parents, you
know, are get kind of get worked up about AI, but I I have some concerns just for kids who struggle
with say you know speech concerns or things like that. Um do we have a workaround for that for those
kids that aren't able to be clearly heard by the programming? Yes, absolutely. So we've been using
resources in our district and and schools have for a while that would give student, you know, take
an assessment, give them an individual.

[41:00–41:30]
And give them an individualized plan to work through given what that assessment has. The Amira
program will listen to students as they read, to your point, and do an oral reading fluency
assessment, but we're also partnering that with the live teacher with the students who is also
administering that assessment. So in the past, where we were doing a lot of skill assessments, and
teachers were left to do it, a lot of FaceTime with students, which is a great thing. Now we can
take some of this data, confirm it, listen to what it has, and then do continue to work live with
students through what we call Oracle.

[41:30–42:00]
Through what we call ORFs, oral reading fluency. So you'll see that on here too. So our K3 reading
screeners are a combination of the two, not just relying on a program. Okay. I just want to make
sure we're clear how that works. So appearance can understand what's going on. Okay, thank you. This
might be a good time just to just to state to Annie, to your team, to everyone in the district, our
attorneys, we've been given lots and lots and lots of rules and guidance.",0:40:00,0:42:00
F,5,RELABEL_ Katy_ISD-2025-02-24-Board_Meetings - NEW_Copy of Katy_ISD-2025-02-24-Board_Meetings,34,-51.365185,-1.5196302,"[01:08:30–01:09:00]
applied behavior analysis, or ABA if you've heard that term, in an educational setting, and is
designed to provide systematic individualized instruction for students. I do want to clarify that
KDIC does not provide ABA therapy. We are an educational institution and we teach education to
students, but ABA is a broader theory, and we can take the principles of ABA and apply them in an
academic setting to support students. So key features of CAP would include individualized
instruction. They do some discrete trial trainings, some visual supports in a structured
environment, functional communication training.

[01:09:00–01:09:30]
behavior support, social skills support, task analysis and independent living, and data driven
decision making. Again, in this classroom, there's a lot of collaboration with families and outside
providers at times. This structured program maximizes student engagement and minimizes barriers to
learning and fosters independence. KDISD has eight ECAP, which are early childhood, 40 YCAP, which
would be the elementary, nine J and six HCAP programs at the secondary level. In moving on to our
behavioral continuum, what I would say is the calculus.

[01:09:30–01:10:00]
that is applied to make decisions regarding special education students in IEP meetings is much the
same. But the focus in this particular spot is more on the behaviors, sometimes ahead of the
academics. I do not want to give the impression that we ignore academics, but very often student
behaviors need to be under control before we can teach academics. And so that's what this behavioral
continuum looks like. Again, supplementary aids and services in general ed. And I have to tell you
that you could have all those other things from the general ed. You could have accommodations,
resources, and modifications, and you could have behavioral supports, behavior goals, and a behavior
intervention plan. You could have all or a few.",1:08:00,1:10:00
F,5,RELABEL_ Katy_ISD-2025-02-24-Board_Meetings - NEW_Copy of Katy_ISD-2025-02-24-Board_Meetings,35,-49.100063,-2.041816,"[01:10:00–01:10:30]
but those take place generally in the general education classroom. And then again, we have
specialized program classrooms and the BLC coming in the spring of 2026. In looking at the ACIP
program, ACIP classroom is designed for students who benefit from a highly structured evidence based
program that provides intensive individualized instruction in social skills, coping strategies,
replacement behaviors, and academic development. This program also integrates best practices in ABA
in social.

[01:10:30–01:11:00]
learning and universal design for learning to equip students with the necessary skills to function
in their LRE. The goal, of course, of these programs would be to generalize those skills to the
academic environment and also to the community. We have 20 ACP classrooms at the elementary level
and 12 at the secondary level. RISE is built on the belief that students with emotional and
behavioral challenges can achieve academic success when provided with structured individualized
behavioral supports in the general education setting.

[01:11:00–01:11:30]
This program integrates evidence based behavioral interventions, targeted instruction, and coaching
to help students develop self management skills, successfully engage in learning, and to reduce
maladaptive behaviors. The RISE program fosters a structured, proactive, and inclusive learning
environment where students receive the behavioral and emotional support needed to thrive
academically and socially. By integrating evidence based behavioral practices, coaching, and
individualized interventions, RISE empowers students to develop self regulation, resilience, and
success. KDIC has at least one RISE classroom at every secondary campus.

[01:11:30–01:12:00]
in a total of 41. Adaptive Behavior Program. The Adaptive Behavior Program is a specialized
educational setting designed to support students with significant emotional, behavioral, and social
challenges that impact their ability to succeed in a general education environment. These classrooms
provide structured, individualized instruction and behavioral interventions to help students develop
self regulation, social skills, and functional independence while still progressing academically.
It's a highly structured therapeutic learning environment that equips students with social,
emotional, behavioral, and academic.",1:10:00,1:12:00
F,5,RELABEL_ Katy_ISD-2025-02-24-Board_Meetings - NEW_Copy of Katy_ISD-2025-02-24-Board_Meetings,36,-52.48858,-1.7447945,"[01:12:00–01:12:30]
skills needed to successfully transition into less restrictive settings in real world environments.
KDIC has 10 A B classrooms at the elementary level, and currently BTP is the secondary equivalent of
A B. As discussed, BTP, secondary level adaptation of behavioral program, but it is specifically
structured to address the unique challenges faced by older students. This program provides a highly
specialized environment where they receive, again, targeted interventions, individualized
strategies, and comprehensive support to foster social, emotional, and academic growth.

[01:13:00–01:13:30]
Growth. Through a structured and therapeutic setting, the BTP ensures that students with significant
behavioral needs can develop the skills necessary for success in both academic and social contexts.
Under the Individuals with Disabilities and Education Act, related services are a wide array of
supportive services provided to children with disabilities to assist them in benefiting from special
education. Many times people don't know that we provide all of these services as a part of a
student's IEP to ensure that they are successful in their general ed or whatever their their least
restrictive setting may be. Specifically, the

[01:13:30–01:14:00]
IDEA defines related services as transportation and such developmental, corrective, and other
supportive services necessary for a child with a disability to benefit from special education. The
need for related services is typically considered during a student's admission, review, and
dismissal ar committee meeting as the committee reviews and discusses the evaluation and assessment
data. Related services include, but are not limited to those that are listed here on your screen. I
do want to note that speech has an asterisk next to it. In Texas, speech is also considered to be an
instructional service. A multitude of providers deliver these specialized services to our students.",1:12:00,1:14:00
F,5,RELABEL_Chunk_Houston_ISD-2025-02-27-Special_Board_Meeting - Chunk_Houston_ISD-2025-02-27-Special_Board_Meeting,15,-49.14663,-28.083174,"[30:00–30:30]
Good afternoon, board members. Thank you for having me. I also just want to introduce my team. This
is Alicia Wildman and Alison Leveki. Allison was with us when we set board goals at the very
beginning of this administration, and Alicia is overseeing all the progress reports that we produce
monthly for the board. So they're going to be great resources and have been a critical part of the
team.

[30:30–31:00]
and so have them here to support answering questions. But want to start with just an overview of the
goal progress measure revisions that we want to propose. The objectives for today are to just inform
and clearly communicate the rationale for the proposed changes, talk through each of the changes and
answer questions and/or obtain feedback on those changes. And this is really a goal to talk through
them today before bringing them to a vote for the board in March. So this is just a chance to have
that open discussion. In addition, we also have a proposed set of

[31:00–31:30]
updates to the monitoring calendar, which outlines what we report out on when and why. So we'll also
go through that proposed calendar today as well. We wanted to start with talking about why we got
here. There were really two primary reasons for considering adjustments to the goal progress
measure. The first was that there was a couple situations where at the end of the first year we had
actually already exceeded the target that we had set for 2028, which is really great news, but we
wanted to ensure that our progress monitor metrics stayed challenged.

[31:30–32:00]
Stayed challenging and really continued to push us to grow further. So, in many situations where we
were already exceeding targets, we wanted to rethink what our future targets would be. Additionally,
there was one metric around the Conditional Growth Index Index or CEGI that was a more complicated
metric to unpack and articulate. And so we really wanted to find a metric that could be more
transparent, both for the public and the community, around how we can think about measuring growth.
So in places where there was a CGI metric, we really thought about how we can actually improve.",0:30:00,0:32:00
F,5,RELABEL_Chunk_Houston_ISD-2025-02-27-Special_Board_Meeting - Chunk_Houston_ISD-2025-02-27-Special_Board_Meeting,16,-50.512997,-25.733517,"[32:00–32:30]
the transparency of the metric that we proposed. So, what did we do to get here? A couple things.
When we first set the goals and the metrics back at the beginning of the administration, we didn't
have any of the test data, we didn't have map data yet. We had administered it yet as a district. So
we have the benefit now of having a year and a half's worth of data that we actually can use to
think about what makes sense for targets that we set in the future, and we brought that past
analysis into consideration in the recommendations. We also looked really closely at the loan star.

[32:30–33:00]
Closely at the lone star governance model, what does that model model require of the board in
setting good goal progress measures? And then we've actually had many conversations, probably more
than y'all can count on on one hand, with a smaller group of board members, board vice president Mo
Manahi, and Member Ravon, on really thinking through what the proposal is and what makes sense in
many iterative conversations. TEA was also a part of that conversation as the board coach was
advising in this process. And so, really, the process we went through was we thought.

[33:00–33:30]
about the metrics that could make sense to change or update based on those two reasons I just
shared. Those proposals were reviewed with myself and Mr. Miles. We brought those proposals to TEA
for them to provide feedback and ensure alignment with the Lone Star governance framework. And then
again, we brought that to that smaller working group of board members to really think through do
these metrics make sense? And really do they align with what we're hoping a metric does, which is
this criteria outlined below. So does the metric challenge HISD as an organization?",0:32:00,0:34:00
